,0
51,"Babylon burn burn burn.
Sojah representing.
We dream of this wonderful time
now we want a reality
where we can smoke marijuana every day without no apologies
and even when we eyes them red like blood babylon cant pene we</p>,cause a da healing of the nation
and H.I.M. no want no aggravation.
Youthman step out inna babylon face</p>,Spliff in a we mouth and the chalice we a blaze
Smoke marijuana we get so high like birds in the sky we fly.</p>,Watch how we do, burn a spliff
Whole a medi,? trail fi send babylon go cemetery
Where we mek we talk and try fi market
Always dem a try find the weed dem want fi stop it
So we roll the dutchie and we blaze up the kutchie
Try to load the weed and babylon dem can't touch it
We want fi blaze every day
We nah give a fuck what babylon man say
Youthman step out inna babylon face</p>,Spliff in a we mouth and the chalice we a blaze
Smoke marijuana we get so high like birds in the sky we fly.
Yo we burn the herbs and get high</p>,Blaze it up in front of the policeman ay
Ganja we a smoke but the coke we nah try
When dem ask you why tell them it was sent to I by The Most High
It was found pon Solomon grave and him a the wisest man
See the spliff inna mi hand you better try get one
We want nuff nuff nuff nuff weed to go around
Yo from Jamaica we ship a thousand miles
Youthman step out inna babylon face
Spliff in a we mouth and the chalice we a blaze</p>,Smoke marijuana we get so high like birds in the sky we fly.
Babylon burn burn burn.
Sojah representing.
We dream of this wonderful time</p>,now we want a reality
where we can smoke marijuana every day without no apologies
and even when we eyes them red like blood babylon cant pene we
cause a da healing of the nation
and H.I.M. no want no aggravation.
Youthman step out inna babylon face
Spliff in a we mouth and the chalice we a blaze
Smoke marijuana we get so high like birds in the sky we fly.</p>"
52,"Estaba pensando en la noche que te vi
La misma que me abandonaste sin pensar
Y yo te entregue mi corazÃ³n
Una noche oscura sin mirar atrÃ¡s</p>,To my love, to my love</p>,Yo te di, to my love
Se fui corriendo y no volviÃ³ mÃ¡s
Yo te di, to my love
Se fui corriendo y no volviÃ³ mÃ¡s</p>,Estaba mirando tus ojos y me fui
Sintiendo tu sonrisa oyÃ©ndote hablar
Y me entregaste tu corazÃ³n esa noche oscura sin pedirme mÃ¡s</p>,To my love, to my love</p>,Yo te di, to my love
Se fui corriendo y no volviÃ³ mÃ¡s
Yo te di, to my love
Se fui corriendo y no volviÃ³ mÃ¡s</p>,Esa primera noche que me diste
Fue la ultima noche que te vi llegar
Solo una basto pa sentirte
Quiero darte el cielo y quiero darte mÃ¡s
No necesitamos nada mÃ¡s, ya nos dimos todo lo que pudo dar
Cuando entregamos el corazÃ³n esa noche oscura, la final</p>,Yo te di, to my love
Se fui corriendo y no volviÃ³ mÃ¡s
Yo te di, to my love
Se fui corriendo y no volviÃ³ mÃ¡s</p>,Yo te di, to my love
Me fui corriendo y no volvi mÃ¡s
Yo te di, to my love
Me fui corriendo y no volvi mÃ¡s</p>,To my love, to my love</p>"
53,[instrumental]</p>
54,"Hm hm
Sofia, Music history
De La</p>,Oh baby, I'm thinking maybe
That you were always a piece of shh
You're rubbing your dirt on everyone's skirt
You know how to be a dr-</p>,Â¿Donde estÃ¡n tus modales?, que no aprendiste ni a saludar
Parece que hoy me gustas un poco mÃ¡s (okay)</p>,Hola, Â¿Comment allez, allez vous?
So nice to meet you
You say we should go and get a room
Hm, no</p>,If you wanna turn it on
Go get a lightbulb, despuÃ©s hablamos
If you wanna turn it on
Go get a lighter, despuÃ©s bailamos</p>,Oh, un dos tres, un dos tres
Si te doy un beso ya estÃ¡s a mis pies
Dime un dos tres, un dos tres
La la la la la (la la la la la)</p>,La la la la la, la la la
La la la la la, la la la
(La la la la la, la la la la la)
(La la la la la, la la la)</p>,Baby, just hush the talking
And let my loving ease your mind
If love's the game, let's play a million times
Baby, give it to me
I'll be good company
Baby, mi nombre es Jason Derulo, oh</p>,If you wanna turn it on
Go get a lightbulb, despuÃ©s hablamos (eh eh)
If you wanna turn it on
Go get a lighter, despuÃ©s bailamos (ya ya)</p>,Oh, un dos tres, un dos tres
Si te doy un beso ya estÃ¡s a mis pies
Dime un dos tres, un dos tres
La la la la la (la la la la la)</p>,La la la la la, la la la
La la la la la, la la la
(La la la la la, la la la la la)
(La la la la la, la la la)</p>,Disculpe la ignorancia nunca quise lastimarte
Lo que quiero es transformarte en mi Diosa, mi obra de arte
Dime si tÃº quieres averiguar cÃ³mo se hace
Prendemos toda la noche y a la luna voy a llevarte
Quiero yo enseÃ±arte muchas cosas interesantes
Convertirte en mi dama, en la cama amarrarte
Besarte arriba, abajo, pa' ponerlo interesante
DespuÃ©s de todo esto nunca vas a olvidarte</p>,Hola, Â¿Comment allez, allez-vous?</p>,It's 'bout time we go and get a room</p>,If you wanna turn it on
Go get a lightbulb, despuÃ©s hablamos (eh eh)
If you wanna turn it on
Go get a lighter, despuÃ©s bailamos (give me)</p>,Oh, un dos tres, un dos tres
Si te doy un beso ya estÃ¡s a mis pies
Dime un dos tres, un dos tres
La la la la la (la la la la la)</p>,Un dos tres, un dos tres
Care for me, uno dos tres
Un dos tres, un dos tres
Love how you counted out for me, babe
Un dos tres, I'ma make you a freak girl
Care for me, uno dos tres
Un dos tres, un dos tres
Love how you counted out for me, babe</p>"
55,"di ko man maamin
ikaw ay mahalaga sa akin
di ko man maisip
sa pagtulog ikaw ang panaginip</p>,malabo man ang aking pag-iisip
sana'y pakinggan mo
ang sigaw nitong damdamin</p>,chorus:
ako'y alipin mo kahit hindi batid
aaminin ko minsan ako'y manhid
sana ay iyong naririnig
sa 'yong yakap ako'y nasasabik</p>,ayoko sa iba
sa yo ako ay hindi magsasawa
ano man ang yong sabihin
umasa ka ito ay diringgin</p>,madalas man na parang
aso at pusa giliw
sa piling mo ako ay masaya</p>,ako'y alipin mo kahit hindi batid
aaminin ko minsan ako'y manhid
sana ay iyong naririnig
sa 'yong yakap ako'y nasasabik</p>,pilit mang abutin ang mga tala
basta sa akin wag kang mawawala...</p>,ako'y alipin mo kahit hindi batid
aaminin ko minsan ako'y manhid
sana ay iyong naririnig
sa 'yong yakap ako'y nasasabik</p>,pagkat ikaw lang ang nais makatabi
malamig man o mainit ang gabi
nais ko sanang iparating
na ikaw lamang ang aking iibigin</p>"
56,"Ciamar a nÃ¬ mi 'n dannsa dÃ¬reach
Ciamar a nÃ¬ mi 'n ruidhle bÃ²idheach
Ciamar a nÃ¬ mi 'n dannsa dÃ¬reach
Dh'fhalbh a' phrÃ¬n' Ã¡s bonn mo chÃ²ta</p>,Ciamar a nÃ¬ mi 'n dannsa dÃ¬reach
Ciamar a nÃ¬ mi 'n ruidhle bÃ²idheach
Ciamar a nÃ¬ mi 'n dannsa dÃ¬reach
Dh'fhalbh a' phrÃ¬n' Ã¡s bonn mo chÃ²ta</p>,Dh'fhalbh a' phrÃ¬n' a chuir air chlÃ¬
mi
Dh'fhalbh a' phrÃ¬n' Ã¡s bonn mo chÃ²ta
Dh'fhalbh a' phrÃ¬ne a chuir air chlÃ¬ mi
Dh'fhalbh a' phrÃ¬n' Ã¡s bonn mo chÃ²ta</p>,Dh'fhalbh a' phrÃ¬n' a chuir air chlÃ¬
mi
Dh'fhalbh a' phrÃ¬n' Ã¡s bonn mo chÃ²ta
Dh'fhalbh a' phrÃ¬ne a chuir air chlÃ¬ mi
Dh'fhalbh a' phrÃ¬n' Ã¡s bonn mo chÃ²ta</p>"
57,"In 1965 Vietnam seemed like just another foreign war but it wasn't
It was different in many ways, as so were tose that did the fighting
In World War II the average age of the combat soldier was 26
In Vietnam he was 19
In-in-in Vietnam he was 19</p>,The shooting and fighting of the past two weeks continued today
25 miles west of Saigon
I really wasn't sure what was going on</p>,Ni-ni-ni 19, 19, ni-19 19</p>,In Vietnam the combat soldier typically served
A twelve month tour of duty
But was exposed to hostile fire almost everyday
Ni-ni-ni 19, Ni-ni-ni 19</p>,Hundreds of thousands of men who saw heavy combat
In Vietnam were arrested since discharge
Their arrest rate is almost twice that of non-veterans of the same age
There are no accurate figures of how many of these men
Have been incarcerated</p>,But a Veterans Administration study
Concludes that the greater of vets
Exposure to combat could more likely affect his chances
Of being arrested or convicted</p>,This is one legacy of the Vietnam War</p>,All those who remember the war
They won't forget what they've seen
Destruction of men in their prime
Whose average was 19</p>,De-de-destruction
De-de-destruction
War, war</p>,De-de-destruction, wa, wa, war, wa, war, war
De-de-destruction
War, war</p>,After World War II the men came home together on troop ships
But the Vietnam vet often arrived home within 48 hours of jungle combat
Perhaps the most dramatic difference between
World War II and Vietnam was coming home
None of them received a hero's welcome</p>,None of them received a heroes welcome, none of them, none of them
Ne-ne-ne, ne-ne-ne, none of them, none of them, none of them
None of them received a hero's welcome
None of them received a hero's welcome</p>,According to a Veteran's Administration study
Half of the Vietnam combat veterans suffered from what
Psychiatrists call
Post-Traumatic-Stress-Disorder</p>,Many vets complain of alienation, rage or guilt
Some succumb to suicidal thoughts
Eight to ten years after coming home
Almost eight hundred thousand men are still fighting the Vietnam War</p>,De-de-destruction
Ni-ni-ni 19, 19, ni19 19
Ni-ni-ni 19, 19, ni-19 19</p>,When we came back it was different, everybody wants to know
""How'd it happened to those guys over there?
There's gotta be something wrong somewhere
We did what we had to do</p>,There's gotta be something wrong somewhere
People wanted us to be ashamed of what it made us
Dad had no idea what he went to fight and he is now
All we want to do is come home</p>,All we want to do is come home
What did we do it for?
All we want to do is come home
Was it worth it</p>"
58,"One night I hold on you, oouhh ouhhh ouhhh
Castamere, castamere, castamere, castamere</p>,In coat of gold or coat of red
A lion still has his claws, and mine are long and sharp as long and sharp as yours</p>,And so he spoke and so he spoke the lord of Castamere
but now the rains weep over his hall with no one there to hear</p>,Yes now the rains weep over his hall with not a soul to hear</p>"
59,"Once upon a younger year
When all our shadows disappeared
The animals inside came out to play
Went face to face with all our fears
Learned our lessons through the tears
Made memories we knew would never fade</p>,One day my father, he told me
""Son, don't let it slip away""
He took me in his arms, I heard him say
""When you get older
Your wild heart will live for younger days
Think of me if ever you're afraid""</p>,He said: ""One day you'll leave this world behind
So live a life you will remember""
My father told me when I was just a child
""These are the nights that never die""
My father told me</p>,When thunder clouds start pouring down
Light a fire they can't put out
Carve your name into those shining stars
He said: ""Go venture far beyond the shores
Don't forsake this life of yours
I'll guide you home, no matter where you are""</p>,One day my father, he told me
""Son, don't let it slip away""
When I was just a kid, I heard him say
""When you get older
Your wild heart will live for younger days
Think of me if ever you're afraid""</p>,He said: ""One day you'll leave this world behind
So live a life you will remember""
My father told me when I was just a child
""These are the nights that never die""
My father told me</p>,""These are the nights that never die""
My father told me
My father told me</p>"
60,"Where did we go wrong
Where did we lose our faith
My brother is in need
But can he depend on me?</p>,Do you think if one of you tried
Maybe you could find
A better friend than any other?</p>,If you gave more than you took
Life could be so good
Come on and try, now's the time</p>,'Cause you're free
To do what you want to do
You've got to live your life
Do what you want to do</p>,Do what you want
Do what you want to do</p>,Are we all strangers?
Does anyone really care?
Deep down we're all the same
Trying to hide our pain</p>,You think you can never trust another
'Cause they're all out to get ya
We have to live in this world together</p>,If we open up our hearts
Love can finally start
Come on and try, now's the time</p>,'Cause you're free
To do what you want to do
You've got to live your life
Do what you want to do</p>,Bridge when you're down and you're feeling bad
Everybody has left you sad
Feels like no one will pull you through
It's your life, whatcha gonna do?</p>,Make that change, let's start today
Get outta bed, get on your way
Don't be scared, your dream's right there
You want it, reach for it</p>,'Cause you're free
To do what you want to do
You've got to live your life
Do what you want to do</p>,Do what you want
Do what you want to do</p>"
61,"Young man came from hunting faint, tired and weary
What does ail my lord, my dearie?
Oh, brother dear, let my bed be made
For I feel the gripe of the woody nightshade</p>,Men need a man would die as soon
Out of the light of a mage's moon
'Twas not by bolt, but yet by blade
Can break the magic that the devil made</p>,'Twas not by fire, but was forged in flame
That can drown the sorrows of a huntsman's pain</p>,This young man he died fair soon
By the light of the hunters' moon
'Twas not by bolt, nor yet by blade
of the berries of the woody nightshade</p>,Oh father dear lie here be safe (?)
From the path that the devil made""</p>"
62,"Estaba pensando en la noche que te vi
La misma que me abandonaste sin pensar
Y yo te entreguÃ© mi corazÃ³n
Una noche oscura sin mirar atrÃ¡s</p>,To' my love, to' my love
To' my love
To' my love, to' my love
To' my love
To' my love, to' my love
To' my love
To' my love, to' my love
Yo te di to' my love</p>,Se fue corriendo y no volviÃ³ mÃ¡s
Yo te di to' my love
Se fue corriendo y no volviÃ³ mÃ¡s</p>,Estaba mirando tus ojos y me fui
Sintiendo tu sonrisa, oyÃ©ndote hablar
Y me entregaste tu corazÃ³n
Esa noche oscura sin pedirme mÃ¡s</p>,To' my love, to' my love
To' my love
To' my love, to' my love
To' my love
To' my love, to' my love
To' my love
To' my love, to' my love
Yo te di to' my love</p>,Me fui corriendo y no volvÃ­ mÃ¡s
Yo te di to' my love
Me fui corriendo y no volvÃ­ mÃ¡s</p>,Esa primera noche que me diste
Fue la Ãºltima noche que te vi llegar
Solo una basto pa' sentirte
Quiero darte el cielo y quiero darte mÃ¡s</p>,No necesitamos nada mÃ¡s,
Ya nos dimos todo lo que pudo dar
Cuando entregamos el corazÃ³n
Esa noche oscura hasta el final</p>,Yo te di to' my love
Se fue corriendo y no volviÃ³ mÃ¡s
Yo te di to' my love
Se fue corriendo y no volviÃ³ mÃ¡s</p>,Yo te di to' my love
Me fui corriendo y no volvÃ­ mÃ¡s
Yo te di to' my love
Me fui corriendo y no volvÃ­ mÃ¡s</p>,To' my love, to' my love
To' my love
To' my love, to' my love
To' my love
To' my love, to' my love
To' my love
To' my love, to' my love
To' my love
To' my love, to' my love
To' my love
To' my love, to' my love
To' my love
To' my love, to' my love
To' my love
To' my love, to' my love
To' my love</p>"
63,"Intro:
No No No No No No No No No No No No No
Kill dem wit de noooooo
No No No No No No No No No No No No No
Kill dem wit de kill dem wit de kill dem wit de</p>,Chorus:
Heads high kill dem wit de no
Just mek ah bwoy know yuh nuh blow
Heads high kill dem wit de no
No bwoy ain't got no secret fi you wow wow
Heads high kill dem wit de no
Just mek ah bwoy know yuh nuh blow
Heads high kill dem wit de no
Tell dem say Vegas say so</p>,Verse 1:
Me wha yuh skin yuh teeth
And mek me seet
If yuh sure from yuh born say yuh never dweet
You are no freak
One man yuh keep
And him yet complain say yuh deep
Yuh mek yuh vow you nar answer to yo
And ah one man ah sample yuh chow chow
Lift up yuh brow mek ah guy know
Say him fi move him blow wow</p>,Chorus:
Ah sing again heads high kill dem wit de no
Just mek ah bwoy know yuh nuh blow
Heads high kill dem wit de no
Mek ah bwoy know you are no pappy show wow wow
Heads high kill dem wit de no
Just mek ah bwoy know yuh nuh blow
Heads high kill dem wit de no
Tell dem say Vegas say so</p>,Verse 2:
Me wha hear yuh scream if yuh mouth clean
No man never rub yuh in in no ice-cream
Yuh nar smell green like Charlene
Yuh holla fresh yuh have a healthy hygiene
From assuming while yuh keep blooming
Like a pretty lickle lily na de morning
Yuh not crawling pressure dem darling
When yuh rising dem keep falling</p>,Chorus:
So sing agan heads high kill dem wit de no
Just mek ah bwoy know yuh nuh blow
Heads high kill dem wit de no
No bwoy cyar tek ah you fi pappy show wow wow
Heads high kill dem wit de no
Just mek ah bwoy know yuh nuh blow
Heads high kill dem wit de no
Dem have no secret fi you
Ah sing again heads high kill dem wit de no
Just mek ah bwoy know yuh nuh blow
Heads high kill dem wit de no
No bwoy cyar tek ah you fi pappy show wow wow
Heads high kill dem wit de no
Just mek ah bwoy know yuh nuh blow
Heads high kill dem wit de no
Tell dem Vegas say so</p>,Verse 3:
Me wha yuh scream bruk out wine up yuh body
Hand inna de air cause you are no rae rae
One ship alone can dock pon no bay
And no bwoy mic yuh nar Dee Jay</p>,Chorus:
And sing again heads high kill dem wit de no
Just mek ah punk know yuh nuh blow
Heads high kill dem wit de no
No bwoy cyar tek ah you fi pappy show wow wow
Heads high kill dem wit de no
Just mek ah punk know yuh nuh blow
Heads high kill dem wit de no
Tell dem Vegas say so</p>,Verse 1:
Me wha yuh skin yuh teeth
And mek me seet
If yuh sure from yuh born say yuh never dweet
You are no freak and one man yuh keep
And him never yet complain say yuh deep
Yuh mek yuh vow you nar answer to yo
And ah one man ah sample yuh chow chow
Lift up yuh eye brow mek ah bwoy know
Say him fi move him blow wow wow</p>,Chorus:
Heads high kill dem wit de no
Just mek ah bwoy know yuh nar blow
Heads high kill dem wit de no
Mek ah bwoy know you ah no pappy show wow wow
Heads high kill dem wit de no
Just mek ah bwoy know yuh nar blow
Heads high kill dem wit de no
Tell dem say Vegas say so</p>"
64,"Bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,old miss lucy's dead and gone
left me here to weep and moan</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,old miss lucy's dead and gone
left me here to weep and moan</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground</p>,bring sally up
and bring sally down</p>,lift and squat
gotta tear the ground
bring sally up
and bring sally down
lift and squat
gotta tear the ground
bring sally up
and bring sally down
lift and squat
gotta tear the ground
old miss lucy's dead and gone
left me here to weep and moan
bring sally up
and bring sally down
lift and squat
gotta tear the ground
bring sally up
and bring sally down
lift and squat
gotta tear the ground
bring sally up
and bring sally down
lift and squat
gotta tear the ground
bring sally up
and bring sally down
lift and squat
gotta tear the ground
Bring Sally up
and bring Sally down
lift and squat
gotta tear the ground
bring sally up
and bring sally down
lift and squat
gotta tear the ground
bring sally up
and bring sally down
lift and squat
gotta tear the ground
bring sally up
and bring sally down
lift and squat
gotta tear the ground
bring sally up
and bring sally down
lift and squat
gotta tear the ground
bring sally up
and bring sally down
lift and squat
gotta tear the ground
bring sally up
and bring sally down
lift and squat
gotta tear the ground
bring sally up
and bring sally down
lift and squat
gotta tear the ground
old miss lucy's dead and gone
left me here to weep and moan</p>"
65,"Waiting for the time to pass you by
Hope the winds of change will change your mind
I could give a thousand reasons why
And I know you, and you've got to</p>,Make it on your own, but we don't have to grow up
We can stay forever young
Living on my sofa, drinking rum and cola
Underneath the rising sun</p>,I could give a thousand reasons why
But you're going, and you know that</p>,All you have to do is stay a minute
Just take your time
The clock is ticking, so stay
All you have to do is wait a second
Your hands on mine
The clock is ticking, so stay</p>,All you have to do is
All you have to do is stay</p>,Won't admit what I already know
I've never been the best at letting go
I don't wanna spend the night alone
Guess I need you, and I need to</p>,Make it on my own, but I don't wanna grow up
We can stay forever young
Living on my sofa, drinking rum and cola
Underneath the rising sun</p>,I could give a million reasons why
But you're going, and you know that</p>,All you have to do is stay a minute
Just take your time
The clock is ticking, so stay
All you have to do is wait a second
Your hands on mine
The clock is ticking, so stay</p>,All you have to do is
All you have to do is stay
All you have to do is stay
So stay, yeah</p>,All you have to do is stay a minute
Just take your time
The clock is ticking, so stay
All you have to do is wait a second
Your hands on mine
The clock is ticking, so stay</p>,All you have to do is stay</p>"
66,"Hey, officer can turn on your siren?
I like I do, I'm not going to run
Please, officer can stop your patrol?
I wanna have fun
Hey, officer can get up on your radio?
Tell them I'm coming to get everyone
Please, officer can turn on your siren?
I like I do, I'm not going to run
Put your hands up and bend down your knees
(Hands up and bend down your knees)
Put your hands up and bend down your knees
No petty cry gyal body is flelu</p>,Hey, officer can turn on your siren?
I like I do, I'm not going to run
Please, officer can stop your patrol?
I wanna have fun
Hey, officer can get up on your radio?
Tell them I'm coming to get everyone
Please, officer can turn on your siren?
I like I do, I'm not going to run
Put your hands up and bend down your knees
(Hands up and bend down your knees)
Put your hands up and bend down your knees
No petty cry gyal body is flelu</p>,Shaggy</p>,Hey, officer can turn on your siren?
I like I do, I'm not going to run
Please, officer can stop your patrol?
I wanna have fun
Hey, officer can get up on your radio?
Tell them I'm coming to get everyone
Please, officer can turn on your siren?
I like I do, I'm not going to run
Put your hands up and bend down your knees
(Hands up and bend down your knees)
Put your hands up and bend down your knees
No petty cry gyal body is flelu</p>,Shaggy
I love Turkey</p>"
67,"I'll die way before Methuselah
So I'll fight sleep with ammonia
And every morning, with eyes all red
I'll miss them for all the tears they shed</p>,But I'm actually good
Can't help it if we're tilted
I'm actually good
Can't help it if we</p>,I'm actually good
Can't help it if we're tilted
I'm actually good
Can't help it if we're tilted</p>,I miss prosthesis and mended souls
Trample over beauty while singing their thoughts
I match them with my euphoria
When they said, ""je suis plus folle que toi""</p>,But I'm actually good
Can't help it if we're tilted
I'm actually good
Can't help it if we</p>,I'm actually good
Can't help it if we're tilted
I'm actually good
Can't help it if we're tilted
Nous et la man on est de sortie
Pire qu'une simple moitiÃ©
On compte Ã  demi-demi
Pile sur un des bas cÃ´tÃ©s
Comme des origamis
Le bras tendu paraÃ®t cassÃ©
Tout n'est qu'Ã©pis et Ã©clis</p>,Ces enfants bizarres
CrachÃ©s dehors comme par hasard
Cachant l'effort dans le griffoir
Et une creepy song en Ã©tendard
Qui fait :</p>,I'm doing my face
With magic marker
I'm in my right place
Don't be a downer
I'm doing my face
With magic marker
I'm in my right place
Don't be a downer</p>,But I'm actually good
Can't help it if we're tilted
I'm actually good
Can't help it if we</p>,I'm actually good
Can't help it if we're tilted
I'm actually good
Can't help it if we're tilted
I'm actually good
Can't help it if we</p>,I'm actually good
Can't help it if we're tilted
I'm actually good
Can't help it if we're tilted
I'm actually good
Can't help it if we're tilted</p>"
68,"Oh
We're a thousand miles from comfort, we have traveled land and sea
But as long as you are with me, there's no place I'd rather be
I would wait forever, exalted in the scene
As long as I am with you, my heart continues to beat</p>,With every step we take, Kyoto to The Bay
Strolling so casually
We're different and the same, gave you another name
Switch up the batteries</p>,If you gave me a chance I would take it
It's a shot in the dark but I'll make it
Know with all of your heart, you can't shame me
When I am with you, there's no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
Ooh ooh</p>,We staked out on a mission to find our inner peace
Make it everlasting so nothing's incomplete
It's easy being with you, sacred simplicity
As long as we're together, there's no place I'd rather be</p>,With every step we take, Kyoto to The Bay
Strolling so casually
We're different and the same, gave you another name
Switch up the batteries</p>,If you gave me a chance I would take it
It's a shot in the dark but I'll make it
Know with all of your heart, you can't shame me
When I am with you, there's no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be</p>,When I am with you, there's no place I'd rather be (Yeah)</p>,Hoo
(Be)
Yeah-e-yeah-e-yeah-e-yeah-e-yeah, yeah, yeah</p>,If you gave me a chance I would take it
It's a shot in the dark but I'll make it
Know with all of your heart, you can't shame me
When I am with you, there's no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be</p>"
69,"There was a time
I used to look into my father's eyes
In a happy home
I was a king, I had a golden throne</p>,Those days are gone
Now they're memories on the wall
I hear the songs from the places where I was born</p>,Up on a hill across the blue lake
That's where I had my first heartbreak
I still remember how it all changed
My father said</p>,Don't you worry, don't you worry, child
See heaven's got a plan for you
Don't you worry, don't you worry now
Yeah</p>,Don't you worry, don't you worry, child
See heaven's got a plan for you
Don't you worry, don't you worry now
Yeah</p>,There was a time
I met a girl of a different kind
We ruled the world
I thought I'd never lose her out of sight</p>,We were so young
I think of her now and then
I still hear the songs reminding me of a friend</p>,Up on a hill across the blue lake
That's where I had my first heartbreak
I still remember how it all changed
My father said</p>,Don't you worry, don't you worry, child
See heaven's got a plan for you
Don't you worry, don't you worry now
Yeah</p>,Oh-oh-oh-oh-oh-oh-oooh
Oh-oh-oh-oh-oh-oh-oooh
Oh-oh-oh-oh-oh-oh-oooh</p>,See heaven's got a plan for you
Don't you worry, don't you worry, child
See heaven's got a plan for you
Don't you worry, don't you worry now
Yeah</p>,Oh-oh-oh-oh-oh-oh-oooh
Oh-oh-oh-oh-oh-oh-oooh
Oh-oh-oh-oh-oh-oh-oooh
Yeah</p>"
70,"Di ko hanap ang lalaking swabe
lalo na ay yung galaw hokage
ang gusto ko ay yung marunong rumespeto</p>,Di ko habol ang iyong palibre
Kahit pa mayaman at de kotse
Wag mong isiping ganun kadale</p>,Tigilan na tama na pagsisinong gwapo
Ang pusong ito'y di para sayo</p>,Di mag sasayang ng oras sa damdaming lumilipas
ako'y di mo maaakit sa pagpapakitang gilas
Kung sayong palagay ako ay bibigay saiyo
Sorry im not sorry goodbye
Sorry im not sorry goodbye
Sorry im not sorry goodbye</p>,Di ka uubra saakin
Kung di siseryosohin
Bawas bawasan ang ka preskohan
Bawat bukambibig mo
Panay nalang reklamKaya't sa pagibig ikaw laging sawi</p>,Tigilan na tama na para hindi makawaqa
Ang pusong ito'y di para sayo</p>,Di mag sasayang ng oras sa damdaming lumilipas
ako'y di mo maaakit sa pagpapakitang gilas
Kung sayong palagay ako ay bibigay saiyo
Sorry im not sorry goodbye
Sorry im not sorry goodbye
Sorry im not sorry goodbye</p>,Di lahat ng bagay sa mundo
Nakukuha sa panlabas na anyo
Walang pahahantungan ang puro kababawan
Sa sarili iyong patunayan</p>,Di mag sasayang ng oras sa damdaming lumilipas
ako'y di mo maaakit sa pagpapakitang gilas
Kung sayong palagay ako ay bibigay saiyo
Sorry im not sorry goodbye
Di mag sasayang ng oras sa damdaming lumilipas
ako'y di mo maaakit sa pagpapakitang gilas
Kung sayong palagay ako ay bibigay saiyo
Sorry im not sorry goodbye
Sorry im not sorry goodbye</p>,Tigilan na tama na pagsisinong gwapo
Ang pusong ito'y di para sayo</p>,Di mag sasayang ng oras sa damdaming lumilipas
ako'y di mo maaakit sa pagpapakitang gilas
Kung sayong palagay ako ay bibigay saiyo
Sorry im not sorry goodbye</p>"
71,"[Verse 1]
Under the tree where the grass don't grow
We made a promise to never get old
You had a chance and you took it on me
And I made a promise that I couldn't keep</p>,Heart ache, heart break
All over town
But something flipped like a switch when you came around
And I'm in pieces, pick me up, and put me together</p>,Ooooohh</p>,[Chorus]
These are the days we've been waiting for
On days like these who could ask for more
Keep them coming
Cause we're not done yet
These are the days we won't regret
These are the days we won't forget</p>,These are the days we've been waiting for
Rattle the cage and slam that door
And the world is calling us
But not just yet
These are the days we won't regret
These are the days we won't forget</p>,[Verse 2]
Out on the midnight
The wild ones howl
Last of the lost boys have thrown in the towel
We used to believe we were stars aligned
You made a wish and I fell out of time</p>,Time flew, cut through
All over town
You make me bleed when I look up
And you're not around
But I'm in pieces, pick me up, and put me together</p>,Ooooohh</p>,[Chorus]
These are the days we've been waiting for
Neither of us knows what's in store
You just roll your window down place your bets
These are the days that we won't regret
These are the days we'll never forget</p>,And these are the days (these are the days)
and these are the days (these are the days)</p>,[Instrumental]</p>"
